timestamp_utc,player,status,vocation,level
2026-06-13 03:02:14,Niestaull Discolado,offline,Royal Paladin,337
2026-06-13 03:02:14,Niestouro,offline,Exalted Monk,200
2026-06-13 03:02:14,Nyxor Monk,offline,Exalted Monk,100
2026-06-13 03:02:14,Show danzen,offline,Master Sorcerer,131
2026-06-13 03:02:14,Triglicerides Baixo,offline,Master Sorcerer,61
2026-06-13 03:02:14,Errepezin,offline,Royal Paladin,626
2026-06-13 03:02:14,Kiing Zebaah,offline,Master Sorcerer,302
2026-06-13 03:02:14,Nada Ver Tio,offline,Master Sorcerer,55
2026-06-13 03:02:14,Nothing Beats,offline,Knight,8
2026-06-13 03:02:14,Ricardo Vulgo Reginaldo,offline,Sorcerer,7
2026-06-13 03:02:14,Sniper Gusa,offline,Royal Paladin,336
2026-06-13 03:02:14,Tygrom,offline,Master Sorcerer,162
2026-06-13 03:02:14,Ursinho Blaw Blau,offline,Master Sorcerer,156
2026-06-13 03:02:14,Wanderlivison,offline,Elder Druid,130
2026-06-13 03:03:11,Wizard Dmarola,offline,Master Sorcerer,630
2026-06-13 03:03:11,Chamanada,offline,Elite Knight,634
2026-06-13 03:03:11,Jinn Sinner,offline,Royal Paladin,400
2026-06-13 03:03:11,Sweetz Historinha,offline,Elder Druid,352
2026-06-13 03:03:11,Tebelor,offline,Elder Druid,578
2026-06-13 03:03:11,Bencke Millgrau,offline,Elite Knight,346
2026-06-13 03:03:11,Championsin,offline,Knight,475
2026-06-13 03:03:11,Druid Palmitox,offline,Elder Druid,104
2026-06-13 03:03:11,Guerreiro Penta,offline,Royal Paladin,496
2026-06-13 03:03:11,Niestaull Discolado,offline,Royal Paladin,337
2026-06-13 03:03:11,Niestouro,offline,Exalted Monk,200
2026-06-13 03:03:11,Nyxor Monk,offline,Exalted Monk,100
2026-06-13 03:03:11,Show danzen,offline,Master Sorcerer,131
2026-06-13 03:03:11,Triglicerides Baixo,offline,Master Sorcerer,61
2026-06-13 03:03:11,Errepezin,offline,Royal Paladin,626
2026-06-13 03:03:11,Kiing Zebaah,offline,Master Sorcerer,302
2026-06-13 03:03:11,Nada Ver Tio,offline,Master Sorcerer,55
2026-06-13 03:03:11,Nothing Beats,offline,Knight,8
2026-06-13 03:03:11,Ricardo Vulgo Reginaldo,offline,Sorcerer,7
2026-06-13 03:03:11,Sniper Gusa,offline,Royal Paladin,336
2026-06-13 03:03:11,Tygrom,offline,Master Sorcerer,162
2026-06-13 03:03:11,Ursinho Blaw Blau,offline,Master Sorcerer,156
2026-06-13 03:03:11,Wanderlivison,offline,Elder Druid,130
2026-06-13 03:04:17,Wizard Dmarola,offline,Master Sorcerer,630
2026-06-13 03:04:17,Chamanada,offline,Elite Knight,634
2026-06-13 03:04:17,Jinn Sinner,offline,Royal Paladin,400
2026-06-13 03:04:17,Sweetz Historinha,offline,Elder Druid,352
2026-06-13 03:04:17,Tebelor,offline,Elder Druid,578
2026-06-13 03:04:17,Bencke Millgrau,offline,Elite Knight,346
2026-06-13 03:04:17,Championsin,offline,Knight,475
2026-06-13 03:04:17,Druid Palmitox,offline,Elder Druid,104
2026-06-13 03:04:17,Guerreiro Penta,offline,Royal Paladin,496
2026-06-13 03:04:17,Niestaull Discolado,offline,Royal Paladin,337
2026-06-13 03:04:17,Niestouro,offline,Exalted Monk,200
2026-06-13 03:04:17,Nyxor Monk,offline,Exalted Monk,100
2026-06-13 03:04:17,Show danzen,offline,Master Sorcerer,131
2026-06-13 03:04:17,Triglicerides Baixo,offline,Master Sorcerer,61
2026-06-13 03:04:17,Errepezin,offline,Royal Paladin,626
2026-06-13 03:04:17,Kiing Zebaah,offline,Master Sorcerer,302
2026-06-13 03:04:17,Nada Ver Tio,offline,Master Sorcerer,55
2026-06-13 03:04:17,Nothing Beats,offline,Knight,8
2026-06-13 03:04:17,Ricardo Vulgo Reginaldo,offline,Sorcerer,7
2026-06-13 03:04:17,Sniper Gusa,offline,Royal Paladin,336
2026-06-13 03:04:17,Tygrom,offline,Master Sorcerer,162
2026-06-13 03:04:17,Ursinho Blaw Blau,offline,Master Sorcerer,156
2026-06-13 03:04:17,Wanderlivison,offline,Elder Druid,130
2026-06-13 03:05:18,Wizard Dmarola,offline,Master Sorcerer,630
2026-06-13 03:05:18,Chamanada,offline,Elite Knight,634
2026-06-13 03:05:18,Jinn Sinner,offline,Royal Paladin,400
2026-06-13 03:05:18,Sweetz Historinha,offline,Elder Druid,352
2026-06-13 03:05:18,Tebelor,offline,Elder Druid,578
2026-06-13 03:05:18,Bencke Millgrau,offline,Elite Knight,346
2026-06-13 03:05:18,Championsin,offline,Knight,475
2026-06-13 03:05:18,Druid Palmitox,offline,Elder Druid,104
2026-06-13 03:05:18,Guerreiro Penta,offline,Royal Paladin,496
2026-06-13 03:05:18,Niestaull Discolado,offline,Royal Paladin,337
2026-06-13 03:05:18,Niestouro,offline,Exalted Monk,200
2026-06-13 03:05:18,Nyxor Monk,offline,Exalted Monk,100
2026-06-13 03:05:18,Show danzen,offline,Master Sorcerer,131
2026-06-13 03:05:18,Triglicerides Baixo,offline,Master Sorcerer,61
2026-06-13 03:05:18,Errepezin,offline,Royal Paladin,626
2026-06-13 03:05:18,Kiing Zebaah,offline,Master Sorcerer,302
2026-06-13 03:05:18,Nada Ver Tio,offline,Master Sorcerer,55
2026-06-13 03:05:18,Nothing Beats,offline,Knight,8
2026-06-13 03:05:18,Ricardo Vulgo Reginaldo,offline,Sorcerer,7
2026-06-13 03:05:18,Sniper Gusa,offline,Royal Paladin,336
2026-06-13 03:05:18,Tygrom,offline,Master Sorcerer,162
2026-06-13 03:05:18,Ursinho Blaw Blau,offline,Master Sorcerer,156
2026-06-13 03:05:18,Wanderlivison,offline,Elder Druid,130
2026-06-13 03:06:12,Wizard Dmarola,offline,Master Sorcerer,630
2026-06-13 03:06:12,Chamanada,offline,Elite Knight,634
2026-06-13 03:06:12,Jinn Sinner,offline,Royal Paladin,400
2026-06-13 03:06:12,Sweetz Historinha,offline,Elder Druid,352
2026-06-13 03:06:12,Tebelor,offline,Elder Druid,578
2026-06-13 03:06:12,Bencke Millgrau,offline,Elite Knight,346
2026-06-13 03:06:12,Championsin,offline,Knight,475
2026-06-13 03:06:12,Druid Palmitox,offline,Elder Druid,104
2026-06-13 03:06:12,Guerreiro Penta,offline,Royal Paladin,496
2026-06-13 03:06:12,Niestaull Discolado,offline,Royal Paladin,337
2026-06-13 03:06:12,Niestouro,offline,Exalted Monk,200
2026-06-13 03:06:12,Nyxor Monk,offline,Exalted Monk,100
2026-06-13 03:06:12,Show danzen,offline,Master Sorcerer,131
2026-06-13 03:06:12,Triglicerides Baixo,offline,Master Sorcerer,61
2026-06-13 03:06:12,Errepezin,offline,Royal Paladin,626
2026-06-13 03:06:12,Kiing Zebaah,offline,Master Sorcerer,302
2026-06-13 03:06:12,Nada Ver Tio,offline,Master Sorcerer,55
2026-06-13 03:06:12,Nothing Beats,offline,Knight,8
2026-06-13 03:06:12,Ricardo Vulgo Reginaldo,offline,Sorcerer,7
2026-06-13 03:06:12,Sniper Gusa,offline,Royal Paladin,336
2026-06-13 03:06:12,Tygrom,offline,Master Sorcerer,162
2026-06-13 03:06:12,Ursinho Blaw Blau,offline,Master Sorcerer,156
2026-06-13 03:06:12,Wanderlivison,offline,Elder Druid,130
2026-06-13 03:07:11,Wizard Dmarola,offline,Master Sorcerer,630
2026-06-13 03:07:11,Chamanada,offline,Elite Knight,634
2026-06-13 03:07:11,Jinn Sinner,offline,Royal Paladin,400
2026-06-13 03:07:11,Sweetz Historinha,offline,Elder Druid,352
2026-06-13 03:07:11,Tebelor,offline,Elder Druid,578
2026-06-13 03:07:11,Bencke Millgrau,offline,Elite Knight,346
2026-06-13 03:07:11,Championsin,offline,Knight,475
2026-06-13 03:07:11,Druid Palmitox,offline,Elder Druid,104
2026-06-13 03:07:11,Guerreiro Penta,offline,Royal Paladin,496
2026-06-13 03:07:11,Niestaull Discolado,offline,Royal Paladin,337
2026-06-13 03:07:11,Niestouro,offline,Exalted Monk,200
2026-06-13 03:07:11,Nyxor Monk,offline,Exalted Monk,100
2026-06-13 03:07:11,Show danzen,offline,Master Sorcerer,131
2026-06-13 03:07:11,Triglicerides Baixo,offline,Master Sorcerer,61
2026-06-13 03:07:11,Errepezin,offline,Royal Paladin,626
2026-06-13 03:07:11,Kiing Zebaah,offline,Master Sorcerer,302
2026-06-13 03:07:11,Nada Ver Tio,offline,Master Sorcerer,55
2026-06-13 03:07:11,Nothing Beats,offline,Knight,8
2026-06-13 03:07:11,Ricardo Vulgo Reginaldo,offline,Sorcerer,7
2026-06-13 03:07:11,Sniper Gusa,offline,Royal Paladin,336
2026-06-13 03:07:11,Tygrom,offline,Master Sorcerer,162
2026-06-13 03:07:11,Ursinho Blaw Blau,offline,Master Sorcerer,156
2026-06-13 03:07:11,Wanderlivison,offline,Elder Druid,130
2026-06-13 03:08:16,Wizard Dmarola,offline,Master Sorcerer,630
2026-06-13 03:08:16,Chamanada,offline,Elite Knight,634
2026-06-13 03:08:16,Jinn Sinner,offline,Royal Paladin,400
2026-06-13 03:08:16,Sweetz Historinha,offline,Elder Druid,352
2026-06-13 03:08:16,Tebelor,offline,Elder Druid,578
2026-06-13 03:08:16,Bencke Millgrau,offline,Elite Knight,346
2026-06-13 03:08:16,Championsin,offline,Knight,475
2026-06-13 03:08:16,Druid Palmitox,offline,Elder Druid,104
2026-06-13 03:08:16,Guerreiro Penta,offline,Royal Paladin,496
2026-06-13 03:08:16,Niestaull Discolado,offline,Royal Paladin,337
2026-06-13 03:08:16,Niestouro,offline,Exalted Monk,200
2026-06-13 03:08:16,Nyxor Monk,offline,Exalted Monk,100
2026-06-13 03:08:16,Show danzen,offline,Master Sorcerer,131
2026-06-13 03:08:16,Triglicerides Baixo,offline,Master Sorcerer,61
2026-06-13 03:08:16,Errepezin,offline,Royal Paladin,626
2026-06-13 03:08:16,Kiing Zebaah,offline,Master Sorcerer,302
2026-06-13 03:08:16,Nada Ver Tio,offline,Master Sorcerer,55
2026-06-13 03:08:16,Nothing Beats,offline,Knight,8
2026-06-13 03:08:16,Ricardo Vulgo Reginaldo,offline,Sorcerer,7
2026-06-13 03:08:16,Sniper Gusa,offline,Royal Paladin,336
2026-06-13 03:08:16,Tygrom,offline,Master Sorcerer,162
2026-06-13 03:08:16,Ursinho Blaw Blau,offline,Master Sorcerer,156
2026-06-13 03:08:16,Wanderlivison,offline,Elder Druid,130
2026-06-13 03:09:14,Wizard Dmarola,offline,Master Sorcerer,630
2026-06-13 03:09:14,Chamanada,offline,Elite Knight,634
2026-06-13 03:09:14,Jinn Sinner,offline,Royal Paladin,400
2026-06-13 03:09:14,Sweetz Historinha,offline,Elder Druid,352
2026-06-13 03:09:14,Tebelor,offline,Elder Druid,578
2026-06-13 03:09:14,Bencke Millgrau,offline,Elite Knight,346
2026-06-13 03:09:14,Championsin,offline,Knight,475
2026-06-13 03:09:14,Druid Palmitox,offline,Elder Druid,104
2026-06-13 03:09:14,Guerreiro Penta,offline,Royal Paladin,496
2026-06-13 03:09:14,Niestaull Discolado,offline,Royal Paladin,337
2026-06-13 03:09:14,Niestouro,offline,Exalted Monk,200
2026-06-13 03:09:14,Nyxor Monk,offline,Exalted Monk,100
2026-06-13 03:09:14,Show danzen,offline,Master Sorcerer,131
2026-06-13 03:09:14,Triglicerides Baixo,offline,Master Sorcerer,61
2026-06-13 03:09:14,Errepezin,offline,Royal Paladin,626
2026-06-13 03:09:14,Kiing Zebaah,offline,Master Sorcerer,302
2026-06-13 03:09:14,Nada Ver Tio,offline,Master Sorcerer,55
2026-06-13 03:09:14,Nothing Beats,offline,Knight,8
2026-06-13 03:09:14,Ricardo Vulgo Reginaldo,offline,Sorcerer,7
2026-06-13 03:09:14,Sniper Gusa,offline,Royal Paladin,336
2026-06-13 03:09:14,Tygrom,offline,Master Sorcerer,162
2026-06-13 03:09:14,Ursinho Blaw Blau,offline,Master Sorcerer,156
2026-06-13 03:09:14,Wanderlivison,offline,Elder Druid,130
2026-06-13 03:10:16,Wizard Dmarola,offline,Master Sorcerer,630
2026-06-13 03:10:16,Chamanada,offline,Elite Knight,634
2026-06-13 03:10:16,Jinn Sinner,offline,Royal Paladin,400
2026-06-13 03:10:16,Sweetz Historinha,offline,Elder Druid,352
2026-06-13 03:10:16,Tebelor,offline,Elder Druid,578
2026-06-13 03:10:16,Bencke Millgrau,offline,Elite Knight,346
2026-06-13 03:10:16,Championsin,offline,Knight,475
2026-06-13 03:10:16,Druid Palmitox,offline,Elder Druid,104
2026-06-13 03:10:16,Guerreiro Penta,offline,Royal Paladin,496
2026-06-13 03:10:16,Niestaull Discolado,offline,Royal Paladin,337
2026-06-13 03:10:16,Niestouro,offline,Exalted Monk,200
2026-06-13 03:10:16,Nyxor Monk,offline,Exalted Monk,100
2026-06-13 03:10:16,Show danzen,offline,Master Sorcerer,131
2026-06-13 03:10:16,Triglicerides Baixo,offline,Master Sorcerer,61
2026-06-13 03:10:16,Errepezin,offline,Royal Paladin,626
2026-06-13 03:10:16,Kiing Zebaah,offline,Master Sorcerer,302
2026-06-13 03:10:16,Nada Ver Tio,offline,Master Sorcerer,55
2026-06-13 03:10:16,Nothing Beats,offline,Knight,8
2026-06-13 03:10:16,Ricardo Vulgo Reginaldo,offline,Sorcerer,7
2026-06-13 03:10:16,Sniper Gusa,offline,Royal Paladin,336
2026-06-13 03:10:16,Tygrom,offline,Master Sorcerer,162
2026-06-13 03:10:16,Ursinho Blaw Blau,offline,Master Sorcerer,156
2026-06-13 03:10:16,Wanderlivison,offline,Elder Druid,130
2026-06-13 03:11:10,Wizard Dmarola,offline,Master Sorcerer,630
2026-06-13 03:11:10,Chamanada,offline,Elite Knight,634
2026-06-13 03:11:10,Jinn Sinner,offline,Royal Paladin,400
2026-06-13 03:11:10,Sweetz Historinha,offline,Elder Druid,352
2026-06-13 03:11:10,Tebelor,offline,Elder Druid,578
2026-06-13 03:11:10,Bencke Millgrau,offline,Elite Knight,346
2026-06-13 03:11:10,Championsin,offline,Knight,475
2026-06-13 03:11:10,Druid Palmitox,offline,Elder Druid,104
2026-06-13 03:11:10,Guerreiro Penta,offline,Royal Paladin,496
2026-06-13 03:11:10,Niestaull Discolado,offline,Royal Paladin,337
2026-06-13 03:11:10,Niestouro,offline,Exalted Monk,200
2026-06-13 03:11:10,Nyxor Monk,offline,Exalted Monk,100
2026-06-13 03:11:10,Show danzen,offline,Master Sorcerer,131
2026-06-13 03:11:10,Triglicerides Baixo,offline,Master Sorcerer,61
2026-06-13 03:11:10,Errepezin,offline,Royal Paladin,626
2026-06-13 03:11:10,Kiing Zebaah,offline,Master Sorcerer,302
2026-06-13 03:11:10,Nada Ver Tio,offline,Master Sorcerer,55
2026-06-13 03:11:10,Nothing Beats,offline,Knight,8
2026-06-13 03:11:10,Ricardo Vulgo Reginaldo,offline,Sorcerer,7
2026-06-13 03:11:10,Sniper Gusa,offline,Royal Paladin,336
2026-06-13 03:11:10,Tygrom,offline,Master Sorcerer,162
2026-06-13 03:11:10,Ursinho Blaw Blau,offline,Master Sorcerer,156
2026-06-13 03:11:10,Wanderlivison,offline,Elder Druid,130
2026-06-13 03:12:10,Wizard Dmarola,offline,Master Sorcerer,630
2026-06-13 03:12:10,Chamanada,offline,Elite Knight,634
2026-06-13 03:12:10,Jinn Sinner,offline,Royal Paladin,400
2026-06-13 03:12:10,Sweetz Historinha,offline,Elder Druid,352
2026-06-13 03:12:10,Tebelor,offline,Elder Druid,578
2026-06-13 03:12:10,Bencke Millgrau,offline,Elite Knight,346
2026-06-13 03:12:10,Championsin,offline,Knight,475
2026-06-13 03:12:10,Druid Palmitox,offline,Elder Druid,104
2026-06-13 03:12:10,Guerreiro Penta,offline,Royal Paladin,496
2026-06-13 03:12:10,Niestaull Discolado,offline,Royal Paladin,337
2026-06-13 03:12:10,Niestouro,offline,Exalted Monk,200
2026-06-13 03:12:10,Nyxor Monk,offline,Exalted Monk,100
2026-06-13 03:12:10,Show danzen,offline,Master Sorcerer,131
2026-06-13 03:12:10,Triglicerides Baixo,offline,Master Sorcerer,61
2026-06-13 03:12:10,Errepezin,offline,Royal Paladin,626
2026-06-13 03:12:10,Kiing Zebaah,offline,Master Sorcerer,302
2026-06-13 03:12:10,Nada Ver Tio,offline,Master Sorcerer,55
2026-06-13 03:12:10,Nothing Beats,offline,Knight,8
2026-06-13 03:12:10,Ricardo Vulgo Reginaldo,offline,Sorcerer,7
2026-06-13 03:12:10,Sniper Gusa,offline,Royal Paladin,336
2026-06-13 03:12:10,Tygrom,offline,Master Sorcerer,162
2026-06-13 03:12:10,Ursinho Blaw Blau,offline,Master Sorcerer,156
2026-06-13 03:12:10,Wanderlivison,offline,Elder Druid,130
2026-06-13 03:13:19,Wizard Dmarola,offline,Master Sorcerer,630
2026-06-13 03:13:19,Chamanada,offline,Elite Knight,634
2026-06-13 03:13:19,Jinn Sinner,offline,Royal Paladin,400
2026-06-13 03:13:19,Sweetz Historinha,offline,Elder Druid,352
2026-06-13 03:13:19,Tebelor,offline,Elder Druid,578
2026-06-13 03:13:19,Bencke Millgrau,offline,Elite Knight,346
2026-06-13 03:13:19,Championsin,offline,Knight,475
2026-06-13 03:13:19,Druid Palmitox,offline,Elder Druid,104
2026-06-13 03:13:19,Guerreiro Penta,offline,Royal Paladin,496
2026-06-13 03:13:19,Niestaull Discolado,offline,Royal Paladin,337
2026-06-13 03:13:19,Niestouro,offline,Exalted Monk,200
2026-06-13 03:13:19,Nyxor Monk,offline,Exalted Monk,100
2026-06-13 03:13:19,Show danzen,offline,Master Sorcerer,131
2026-06-13 03:13:19,Triglicerides Baixo,offline,Master Sorcerer,61
2026-06-13 03:13:19,Errepezin,offline,Royal Paladin,626
2026-06-13 03:13:19,Kiing Zebaah,offline,Master Sorcerer,302
2026-06-13 03:13:19,Nada Ver Tio,offline,Master Sorcerer,55
2026-06-13 03:13:19,Nothing Beats,offline,Knight,8
2026-06-13 03:13:19,Ricardo Vulgo Reginaldo,offline,Sorcerer,7
2026-06-13 03:13:19,Sniper Gusa,offline,Royal Paladin,336
2026-06-13 03:13:19,Tygrom,offline,Master Sorcerer,162
2026-06-13 03:13:19,Ursinho Blaw Blau,offline,Master Sorcerer,156
2026-06-13 03:13:19,Wanderlivison,offline,Elder Druid,130
2026-06-13 03:14:13,Wizard Dmarola,offline,Master Sorcerer,630
2026-06-13 03:14:13,Chamanada,offline,Elite Knight,634
2026-06-13 03:14:13,Jinn Sinner,offline,Royal Paladin,400
2026-06-13 03:14:13,Sweetz Historinha,offline,Elder Druid,352
2026-06-13 03:14:13,Tebelor,offline,Elder Druid,578
2026-06-13 03:14:13,Bencke Millgrau,offline,Elite Knight,346
2026-06-13 03:14:13,Championsin,offline,Knight,475
2026-06-13 03:14:13,Druid Palmitox,offline,Elder Druid,104
2026-06-13 03:14:13,Guerreiro Penta,offline,Royal Paladin,496
2026-06-13 03:14:13,Niestaull Discolado,offline,Royal Paladin,337
2026-06-13 03:14:13,Niestouro,offline,Exalted Monk,200
2026-06-13 03:14:13,Nyxor Monk,offline,Exalted Monk,100
2026-06-13 03:14:13,Show danzen,offline,Master Sorcerer,131
2026-06-13 03:14:13,Triglicerides Baixo,offline,Master Sorcerer,61
2026-06-13 03:14:13,Errepezin,offline,Royal Paladin,626
2026-06-13 03:14:13,Kiing Zebaah,offline,Master Sorcerer,302
2026-06-13 03:14:13,Nada Ver Tio,offline,Master Sorcerer,55
2026-06-13 03:14:13,Nothing Beats,offline,Knight,8
2026-06-13 03:14:13,Ricardo Vulgo Reginaldo,offline,Sorcerer,7
2026-06-13 03:14:13,Sniper Gusa,offline,Royal Paladin,336
2026-06-13 03:14:13,Tygrom,offline,Master Sorcerer,162
2026-06-13 03:14:13,Ursinho Blaw Blau,offline,Master Sorcerer,156
2026-06-13 03:14:13,Wanderlivison,offline,Elder Druid,130
2026-06-13 03:15:15,Wizard Dmarola,offline,Master Sorcerer,630
2026-06-13 03:15:15,Chamanada,offline,Elite Knight,634
2026-06-13 03:15:15,Jinn Sinner,offline,Royal Paladin,400
2026-06-13 03:15:15,Sweetz Historinha,offline,Elder Druid,352
2026-06-13 03:15:15,Tebelor,offline,Elder Druid,578
2026-06-13 03:15:15,Bencke Millgrau,offline,Elite Knight,346
2026-06-13 03:15:15,Championsin,offline,Knight,475
2026-06-13 03:15:15,Druid Palmitox,offline,Elder Druid,104
2026-06-13 03:15:15,Guerreiro Penta,offline,Royal Paladin,496
2026-06-13 03:15:15,Niestaull Discolado,offline,Royal Paladin,337
2026-06-13 03:15:15,Niestouro,offline,Exalted Monk,200
2026-06-13 03:15:15,Nyxor Monk,offline,Exalted Monk,100
2026-06-13 03:15:15,Show danzen,offline,Master Sorcerer,131
2026-06-13 03:15:15,Triglicerides Baixo,offline,Master Sorcerer,61
2026-06-13 03:15:15,Errepezin,offline,Royal Paladin,626
2026-06-13 03:15:15,Kiing Zebaah,offline,Master Sorcerer,302
2026-06-13 03:15:15,Nada Ver Tio,offline,Master Sorcerer,55
2026-06-13 03:15:15,Nothing Beats,offline,Knight,8
2026-06-13 03:15:15,Ricardo Vulgo Reginaldo,offline,Sorcerer,7
2026-06-13 03:15:15,Sniper Gusa,offline,Royal Paladin,336
2026-06-13 03:15:15,Tygrom,offline,Master Sorcerer,162
2026-06-13 03:15:15,Ursinho Blaw Blau,offline,Master Sorcerer,156
2026-06-13 03:15:15,Wanderlivison,offline,Elder Druid,130
2026-06-13 03:16:14,Wizard Dmarola,offline,Master Sorcerer,630
2026-06-13 03:16:14,Chamanada,offline,Elite Knight,634
2026-06-13 03:16:14,Jinn Sinner,offline,Royal Paladin,400
2026-06-13 03:16:14,Sweetz Historinha,offline,Elder Druid,352
2026-06-13 03:16:14,Tebelor,offline,Elder Druid,578
2026-06-13 03:16:14,Bencke Millgrau,offline,Elite Knight,346
2026-06-13 03:16:14,Championsin,offline,Knight,475
2026-06-13 03:16:14,Druid Palmitox,offline,Elder Druid,104
2026-06-13 03:16:14,Guerreiro Penta,offline,Royal Paladin,496
2026-06-13 03:16:14,Niestaull Discolado,offline,Royal Paladin,337
2026-06-13 03:16:14,Niestouro,offline,Exalted Monk,200
2026-06-13 03:16:14,Nyxor Monk,offline,Exalted Monk,100
2026-06-13 03:16:14,Show danzen,offline,Master Sorcerer,131
2026-06-13 03:16:14,Triglicerides Baixo,offline,Master Sorcerer,61
2026-06-13 03:16:14,Errepezin,offline,Royal Paladin,626
2026-06-13 03:16:14,Kiing Zebaah,offline,Master Sorcerer,302
2026-06-13 03:16:14,Nada Ver Tio,offline,Master Sorcerer,55
2026-06-13 03:16:14,Nothing Beats,offline,Knight,8
2026-06-13 03:16:14,Ricardo Vulgo Reginaldo,offline,Sorcerer,7
2026-06-13 03:16:14,Sniper Gusa,offline,Royal Paladin,336
2026-06-13 03:16:14,Tygrom,offline,Master Sorcerer,162
2026-06-13 03:16:14,Ursinho Blaw Blau,offline,Master Sorcerer,156
2026-06-13 03:16:14,Wanderlivison,offline,Elder Druid,130
2026-06-13 03:17:10,Wizard Dmarola,offline,Master Sorcerer,630
2026-06-13 03:17:10,Chamanada,offline,Elite Knight,634
2026-06-13 03:17:10,Jinn Sinner,offline,Royal Paladin,400
2026-06-13 03:17:10,Sweetz Historinha,offline,Elder Druid,352
2026-06-13 03:17:10,Tebelor,offline,Elder Druid,578
2026-06-13 03:17:10,Bencke Millgrau,offline,Elite Knight,346
2026-06-13 03:17:10,Championsin,offline,Knight,475
2026-06-13 03:17:10,Druid Palmitox,offline,Elder Druid,104
2026-06-13 03:17:10,Guerreiro Penta,offline,Royal Paladin,496
2026-06-13 03:17:10,Niestaull Discolado,offline,Royal Paladin,337
2026-06-13 03:17:10,Niestouro,offline,Exalted Monk,200
2026-06-13 03:17:10,Nyxor Monk,offline,Exalted Monk,100
2026-06-13 03:17:10,Show danzen,offline,Master Sorcerer,131
2026-06-13 03:17:10,Triglicerides Baixo,offline,Master Sorcerer,61
2026-06-13 03:17:10,Errepezin,offline,Royal Paladin,626
2026-06-13 03:17:10,Kiing Zebaah,offline,Master Sorcerer,302
2026-06-13 03:17:10,Nada Ver Tio,offline,Master Sorcerer,55
2026-06-13 03:17:10,Nothing Beats,offline,Knight,8
2026-06-13 03:17:10,Ricardo Vulgo Reginaldo,offline,Sorcerer,7
2026-06-13 03:17:10,Sniper Gusa,offline,Royal Paladin,336
2026-06-13 03:17:10,Tygrom,offline,Master Sorcerer,162
2026-06-13 03:17:10,Ursinho Blaw Blau,offline,Master Sorcerer,156
2026-06-13 03:17:10,Wanderlivison,offline,Elder Druid,130
2026-06-13 03:18:17,Wizard Dmarola,offline,Master Sorcerer,630
2026-06-13 03:18:17,Chamanada,offline,Elite Knight,634
2026-06-13 03:18:17,Jinn Sinner,offline,Royal Paladin,400
2026-06-13 03:18:17,Sweetz Historinha,offline,Elder Druid,352
2026-06-13 03:18:17,Tebelor,offline,Elder Druid,578
2026-06-13 03:18:17,Bencke Millgrau,offline,Elite Knight,346
2026-06-13 03:18:17,Championsin,offline,Knight,475
2026-06-13 03:18:17,Druid Palmitox,offline,Elder Druid,104
2026-06-13 03:18:17,Guerreiro Penta,offline,Royal Paladin,496
2026-06-13 03:18:17,Niestaull Discolado,offline,Royal Paladin,337
2026-06-13 03:18:17,Niestouro,offline,Exalted Monk,200
2026-06-13 03:18:17,Nyxor Monk,offline,Exalted Monk,100
2026-06-13 03:18:17,Show danzen,offline,Master Sorcerer,131
2026-06-13 03:18:17,Triglicerides Baixo,offline,Master Sorcerer,61
2026-06-13 03:18:17,Errepezin,offline,Royal Paladin,626
2026-06-13 03:18:17,Kiing Zebaah,offline,Master Sorcerer,302
2026-06-13 03:18:17,Nada Ver Tio,offline,Master Sorcerer,55
2026-06-13 03:18:17,Nothing Beats,offline,Knight,8
2026-06-13 03:18:17,Ricardo Vulgo Reginaldo,offline,Sorcerer,7
2026-06-13 03:18:17,Sniper Gusa,offline,Royal Paladin,336
2026-06-13 03:18:17,Tygrom,offline,Master Sorcerer,162
2026-06-13 03:18:17,Ursinho Blaw Blau,offline,Master Sorcerer,156
2026-06-13 03:18:17,Wanderlivison,offline,Elder Druid,130
2026-06-13 03:19:13,Wizard Dmarola,offline,Master Sorcerer,630
2026-06-13 03:19:13,Chamanada,offline,Elite Knight,634
2026-06-13 03:19:13,Jinn Sinner,offline,Royal Paladin,400
2026-06-13 03:19:13,Sweetz Historinha,offline,Elder Druid,352
2026-06-13 03:19:13,Tebelor,offline,Elder Druid,578
2026-06-13 03:19:13,Bencke Millgrau,offline,Elite Knight,346
2026-06-13 03:19:13,Championsin,offline,Knight,475
2026-06-13 03:19:13,Druid Palmitox,offline,Elder Druid,104
2026-06-13 03:19:13,Guerreiro Penta,offline,Royal Paladin,496
2026-06-13 03:19:13,Niestaull Discolado,offline,Royal Paladin,337
2026-06-13 03:19:13,Niestouro,offline,Exalted Monk,200
2026-06-13 03:19:13,Nyxor Monk,offline,Exalted Monk,100
2026-06-13 03:19:13,Show danzen,offline,Master Sorcerer,131
2026-06-13 03:19:13,Triglicerides Baixo,offline,Master Sorcerer,61
2026-06-13 03:19:13,Errepezin,offline,Royal Paladin,626
2026-06-13 03:19:13,Kiing Zebaah,offline,Master Sorcerer,302
2026-06-13 03:19:13,Nada Ver Tio,offline,Master Sorcerer,55
2026-06-13 03:19:13,Nothing Beats,offline,Knight,8
2026-06-13 03:19:13,Ricardo Vulgo Reginaldo,offline,Sorcerer,7
2026-06-13 03:19:13,Sniper Gusa,offline,Royal Paladin,336
2026-06-13 03:19:13,Tygrom,offline,Master Sorcerer,162
2026-06-13 03:19:13,Ursinho Blaw Blau,offline,Master Sorcerer,156
